GQ Electronics LLC, GMC Data Viewer,Version 2.63
Date Time,Type,uSv/h,CPM,#1(CPS),#2(CPS),#3(CPS),#4(CPS),#5(CPS),#6(CPS),#7(CPS),#8(CPS),#9(CPS),#10(CPS),#11(CPS),#12(CPS),#13(CPS),#14(CPS),#15(CPS),#16(CPS),#17(CPS),#18(CPS),#19(CPS),#20(CPS),#21(CPS),#22(CPS),#23(CPS),#24(CPS),#25(CPS),#26(CPS),#27(CPS),#28(CPS),#29(CPS),#30(CPS),#31(CPS),#32(CPS),#33(CPS),#34(CPS),#35(CPS),#36(CPS),#37(CPS),#38(CPS),#39(CPS),#40(CPS),#41(CPS),#42(CPS),#43(CPS),#44(CPS),#45(CPS),#46(CPS),#47(CPS),#48(CPS),#49(CPS),#50(CPS),#51(CPS),#52(CPS),#53(CPS),#54(CPS),#55(CPS),#56(CPS),#57(CPS),#58(CPS),#59(CPS),#60(CPS),

2023-01-15 12:19,Every Second,0.201,31,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,2,0,1,1,1,1,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,2,
2023-01-15 12:20,Every Second,0.169,26,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,2,0,0,2,0,0,2,1,1,0,1,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,
2023-01-15 12:22,Every Second,0.130,20,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,
2023-01-15 12:23,Every Second,0.078,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,
2023-01-15 12:24,Every Second,0.214,33,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,1,0,0,2,1,2,1,2,2,0,2,1,0,0,0,1,
2023-01-15 12:25,Every Second,0.162,25,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
2023-01-15 12:26,Every Second,0.176,27,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,1,2,2,2,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,
2023-01-15 12:27,Every Second,0.221,34,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,0,1,0,2,0,0,0,1,3,1,1,0,0,0,0,2,2,0,0,0,0,1,0,1,0,2,2,1,
2023-01-15 12:28,Every Second,0.156,24,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,3,0,1,0,1,0,2,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,
2023-01-15 12:29,Every Second,0.097,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
2023-01-15 12:30,Every Second,0.156,24,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,
2023-01-15 12:31,Every Second,0.097,15,1,0,0,1,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-01-15 12:32,Every Second,0.104,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,
2023-01-15 12:33,Every Second,0.130,20,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,
2023-01-15 12:34,Every Second,0.104,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
2023-01-15 12:35,Every Second,0.143,22,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
2023-01-15 12:36,Every Second,0.104,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,
2023-01-15 12:37,Every Second,0.156,24,0,1,0,0,2,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,
2023-01-15 12:38,Every Second,0.111,17,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,
2023-01-15 12:39,Every Second,0.104,16,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,1,0,0,0,0,1,0,
2023-01-15 12:40,Every Second,0.104,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
2023-01-15 12:41,Every Second,0.137,21,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,
2023-01-15 12:42,Every Second,0.130,20,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,
2023-01-15 12:43,Every Second,0.137,21,0,0,0,0,1,2,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,
2023-01-15 12:44,Every Second,0.078,12,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,
2023-01-15 12:45,Every Second,0.143,22,1,0,1,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,
2023-01-15 12:46,Every Second,0.084,13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,
2023-01-15 12:47,Every Second,0.111,17,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,
2023-01-15 12:48,Every Second,0.189,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,2,1,0,0,1,0,1,1,2,0,0,1,0,0,1,1,0,0,1,3,1,2,
2023-01-15 12:49,Every Second,0.091,14,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,
2023-01-15 12:50,Every Second,0.137,21,0,0,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,
2023-01-15 12:51,Every Second,0.111,17,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,1,0,1,0,0,
2023-01-15 12:52,Every Second,0.117,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,
2023-01-15 12:53,Every Second,0.149,23,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,
2023-01-15 12:54,Every Second,0.137,21,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,
2023-01-15 12:55,Every Second,0.130,20,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,
2023-01-15 12:56,Every Second,0.123,19,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,2,0,1,1,0,1,1,
2023-01-15 12:57,Every Second,0.176,27,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,1,0,2,1,0,1,0,0,1,0,0,1,1,2,
2023-01-15 12:58,Every Second,0.169,26,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,2,1,1,1,0,1,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,
2023-01-15 12:59,Every Second,0.117,18,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,
2023-01-15 13:00,Every Second,0.149,23,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,2,1,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,
2023-01-15 13:01,Every Second,0.117,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,
2023-01-15 13:02,Every Second,0.117,18,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
2023-01-15 13:03,Every Second,0.137,21,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,
2023-01-15 13:04,Every Second,0.123,19,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,0,0,
2023-01-15 13:05,Every Second,0.117,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,0,
2023-01-15 13:06,Every Second,0.117,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,
2023-01-15 13:07,Every Second,0.162,25,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,
2023-01-15 13:08,Every Second,0.169,26,1,1,1,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,2,0,
2023-01-15 13:09,Every Second,0.149,23,2,0,0,1,2,0,0,0,0,1,2,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
2023-01-15 13:10,Every Second,0.123,19,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
2023-01-15 13:11,Every Second,0.176,27,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,2,0,3,
2023-01-15 13:12,Every Second,0.104,16,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,
2023-01-15 13:13,Every Second,0.111,17,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,
2023-01-15 13:14,Every Second,0.072,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,
2023-01-15 13:15,Every Second,0.111,17,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,
2023-01-15 13:16,Every Second,0.176,27,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,
2023-01-15 13:17,Every Second,0.117,18,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,3,
2023-01-15 13:18,Every Second,0.137,21,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,3,
2023-01-15 13:19,Every Second,0.156,24,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,
2023-01-15 13:20,Every Second,0.195,30,0,2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,3,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,1,1,0,
2023-01-15 13:21,Every Second,0.189,29,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0,
2023-01-15 13:22,Every Second,0.201,31,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,1,0,1,3,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,
2023-01-15 13:23,Every Second,0.149,23,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,1,1,1,0,0,0,0,
2023-01-15 13:24,Every Second,0.091,14,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,
2023-01-15 13:25,Every Second,0.123,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,2,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2023-01-15 13:26,Every Second,0.149,23,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,1,0,1,1,0,